"","Subject","WMUpdating","WMBoxes","WMGrid","InhibGrid","Cylinder","GlassCeiling","Tray","Shelf","SD","SR","CD_all","ID","ED"
"1","Asega",2.16807340677071,-0.929684526947236,-0.987039277281344,0.493161874903501,0.606400143848362,-0.81763555921487,1.80079542008635,-0.852012867230257,-0.160790671049705,2.60221176272529,0.678694417452694,-0.6767766570087,0.557080594414915
"2","Baluku",1.58837463490688,1.33783870950944,1.8908178661697,0.493161874903501,0.606400143848362,0.384769674924647,1.09735970911512,-2.08103346544705e-15,1.08263537694334,1.07162691559077,0.274942667224004,-0.6767766570087,0.0768387026779193
"3","Becky",-1.02026983848033,-0.362803717833067,-0.00609364520122887,1.52058244761912,1.31151659018367,1.58717490906416,-0.661229568312961,-0.852012867230257,-0.260264754889149,-0.338122285717341,-1.74381608391944,0.961186649282983,-2.32437075600706
"4","Bili",-0.44057106661651,0.204077091281101,-0.925710045507694,0.493161874903501,-0.0987163024869435,-0.81763555921487,-0.661229568312961,0.426006433615128,0.933424251184175,-0.942300514849389,-1.07089650020496,0.961186649282983,-0.883645080796071
"5","Bwambale",0.428977091179229,1.90471951862361,1.0894655500334,-1.56167927052775,-0.0987163024869435,-0.81763555921487,-0.309511712827342,-2.08103346544705e-15,0.336579748147517,0.06466320037069,1.21703008442428,-1.12349392236098,1.9978062696259
"6","Cocoa",-1.02026983848033,-0.362803717833067,0.757534552399356,0.493161874903501,-1.50894919515756,-0.216432942145113,1.09735970911512,-0.852012867230257,-0.0364480662503999,-0.740907771805373,-0.128809083004686,-0.6767766570087,-0.883645080796071
"7","Indi",0.718826477111144,0.770957900395269,-0.183505274957581,-0.534258697812124,-0.803832748822248,-0.216432942145113,0.393923998143888,0.852012867230258,-1.24330275989071,-0.942300514849389,1.39647530674814,0.961186649282983,-0.403403189059076
"8","Kalema",-1.02026983848033,-0.362803717833067,0.0744463197693547,-0.534258697812124,0.606400143848362,-0.216432942145113,-0.661229568312961,-1.70402573446052,-0.409475880648317,0.668841429502738,0.947862250938485,-1.12349392236098,1.5175643778889
"9","Kidogo",0.139127705247321,-0.929684526947236,0.563093875633518,-0.534258697812124,-0.0987163024869435,0.384769674924647,-0.661229568312961,-1.27801930084539,-0.571661886908276,-0.338122285717341,-1.16702786930703,-1.90524913672746,0.0768387026779193
"10","Kisembo",-1.59996861034416,-0.929684526947236,2.22274886380374,-0.534258697812124,-0.803832748822248,0.384769674924647,-0.309511712827342,0.426006433615128,-1.25500559328359,-0.942300514849389,-2.87432098455978,0.961186649282983,-0.883645080796071
"11","Mawa",-0.730420452548417,-1.4965653360614,-0.576750000200303,-0.534258697812124,-0.803832748822248,-0.81763555921487,-0.661229568312961,-2.08103346544705e-15,1.94346879478468,0.668841429502738,-0.397976916490477,0.961186649282983,0.557080594414915
"12","Medina",-1.31011922441225,-1.4965653360614,-0.394974998732905,0.493161874903501,-0.0987163024869435,0.384769674924647,-0.661229568312961,-0.426006433615127,2.20171882013709,-0.338122285717341,0.499249195128834,0.961186649282983,0.0768387026779193
"13","Nakuu",1.29852524897497,0.770957900395269,-0.394974998732905,0.493161874903501,0.606400143848362,-0.81763555921487,0.393923998143888,-2.08103346544705e-15,-2.40890496582114,-0.338122285717341,0.947862250938485,-0.6767766570087,-0.403403189059076
"14","Namukisa",-0.730420452548417,1.33783870950944,0.75971623825488,1.52058244761912,1.31151659018367,0.985972291994402,0.0422061426582768,-2.08103346544705e-15,-0.558687006407477,-0.338122285717341,0.678694417452694,-0.6767766570087,1.03732248615191
"15","Nani",0.428977091179229,0.204077091281101,0.482553910662934,1.52058244761912,-0.0987163024869435,-0.81763555921487,-0.661229568312961,-0.852012867230257,-0.969017602245189,-0.740907771805373,-0.936312583462066,0.961186649282983,2.4780481613629
"16","Nkuumwa",0.428977091179229,0.770957900395269,2.0283081870379,1.52058244761912,0.606400143848362,1.58717490906416,-0.309511712827342,1.70402573446052,-1.65290192864137,-0.539515028761357,1.14012498914262,-0.472031243722238,0.0768387026779193
"17","Okech",1.29852524897497,0.770957900395269,-0.338024643167208,0.493161874903501,-0.0987163024869435,-0.81763555921487,-1.36466527928419,0.852012867230258,0.762897250316557,-0.740907771805373,-1.53131516274645,0.961186649282983,-0.403403189059076
"18","Pasa",-1.02026983848033,-0.362803717833067,1.01110727058641,-1.56167927052775,-1.15639097198991,-0.81763555921487,0.745641853629506,1.70402573446052,1.69304452777629,1.36933792704714,1.14012498914262,-0.6767766570087,-0.883645080796071
"19","Rambo",-2.46951676813989,1.33783870950944,-1.58212329808076,-0.534258697812124,-1.50894919515756,-0.81763555921487,2.15251327557197,-1.27801930084539,-0.326580810782108,-0.942300514849389,0.678694417452694,0.961186649282983,-0.403403189059076
"20","Sally",-1.02026983848033,0.204077091281101,-0.451925354630526,-0.534258697812124,1.31151659018367,2.18837752613392,0.0422061426582768,-1.70402573446052,0.123420997062994,0.870234172546756,0.0914191443927788,-0.6767766570087,-1.84412886427006
"21","Sara",1.29852524897497,-0.929684526947236,-0.454107040486048,-0.534258697812124,-0.803832748822248,0.985972291994402,-1.36466527928419,1.70402573446052,-0.448741966374408,-0.179128014893119,-0.936312583462066,0.961186649282983,0.0768387026779193
"22","Tumbo",0.139127705247321,-0.929684526947236,-2.32961062863954,-1.56167927052775,1.31151659018367,1.58717490906416,0.393923998143888,-0.852012867230257,-0.605806309278794,0.668841429502738,-1.55155334571531,-1.49575831015454,-0.403403189059076
"23","Umugenzi",1.00867586304306,0.770957900395269,1.14641590593102,-0.534258697812124,-0.803832748822248,-0.81763555921487,0.745641853629506,0.852012867230258,0.336579748147517,-0.740907771805373,2.29370141836745,0.961186649282983,0.557080594414915
"24","Umutama",-0.150721680684594,-0.362803717833067,-1.50216239977139,-0.534258697812124,0.606400143848362,-0.81763555921487,0.0422061426582768,1.70402573446052,2.20171882013709,1.09282615170067,0.678694417452694,-0.6767766570087,0.0768387026779193
"25","Yoyo",1.58837463490688,-0.929684526947236,-1.89920693489278,0.493161874903501,-0.0987163024869435,-0.81763555921487,-0.661229568312961,0.426006433615128,-0.707898132166646,0.06466320037069,-0.325228853386208,0.961186649282983,0.557080594414915
"26","Ajabu",0.35195996863161,-0.711493260418803,0.861356493192099,1.86457807640984,0.457163410261352,2.21156676993518,-1.15936626437851,-1.44842187429144,-0.784117276299479,-0.528096526204309,0.290493181182174,1.72322042042315,-1.04624126414131
"27","Akela",-0.22773880323222,-0.711493260418803,-1.16268655497224,-1.21768364173703,-0.247953036073953,-0.193243698343848,-1.51108411986412,0.681610293784206,-0.133709805041573,-1.13227475533636,1.06776927787912,0.0852571141314702,-0.0857574806673203
"28","Alikaka",0.062110582699695,-0.144612451304635,-0.407235455590925,-0.190263069021413,-0.247953036073953,-0.794446315413608,0.59922301304957,-0.170402573446049,0.36366061415565,-0.326703783160292,-0.61300723891,0.0852571141314702,-1.04624126414131
"29","Alley",0.35195996863161,-0.711493260418803,0.491701376690417,0.837157503694211,-0.247953036073953,0.407958918725907,-0.104212697921666,1.10761672739934,-0.830028391917683,0.277474445971757,1.33919902593202,0.0852571141314702,0.874726302806671
"30","Amahirwe",-0.22773880323222,0.422268357809534,0.472475139660437,0.837157503694211,-0.953069482409266,-1.39564893248337,0.247505157563952,1.10761672739934,0.0923676582298882,-1.13227475533636,-0.198902879701081,0.0852571141314702,-0.565999372404316
"31","Amizero",0.641809354563519,-0.144612451304635,-0.307469253258424,0.837157503694211,0.457163410261352,-1.39564893248337,0.247505157563952,-0.596409007061179,0.534187615023269,-0.528096526204309,0.62930583871674,-0.361460151220807,-0.565999372404316
"32","Angela",0.641809354563519,-2.33115271503071,-0.385827532373486,-1.21768364173703,-0.247953036073953,-0.794446315413608,-0.807648408892896,-1.02241544067631,0.861031033352865,0.47886718901577,0.290493181182174,0.290002527417932,0.394484411069675
"33","Bahati",0.062110582699695,-0.144612451304635,-0.409417141778386,-0.190263069021413,0.457163410261352,0.407958918725907,0.59922301304957,-0.596409007061179,-0.86513689209631,0.680259932059788,0.762410811319609,-0.824722500475015,-0.0857574806673203
"34","Cheetah",1.22150812642735,0.422268357809534,0.607783774673118,-0.190263069021413,0.457163410261352,-0.794446315413608,-0.807648408892896,0.681610293784206,0.36366061415565,-0.930882012292341,-1.14099029690136,-1.14321536558729,-0.565999372404316
"35","Chipie",-2.2566845047556,-2.41213568776131,-0.328877176475865,0.837157503694211,2.57251274926728,1.00916153579566,-0.104212697921666,1.10761672739934,-0.601823140756599,-0.930882012292341,0.117765159693971,-2.0986939609241,-0.0857574806673203
"36","Dufatanya",0.931658740495433,-0.711493260418803,0.35639274200966,-0.190263069021413,-1.65818592874457,0.407958918725907,-0.455930553407277,-0.596409007061179,0.36366061415565,-0.125311040116278,-1.73700478533419,0.0852571141314702,-1.52648315587831
"37","Edvard",0.062110582699695,-0.144612451304635,0.372708937327936,NA,NA,-0.193243698343848,0.247505157563952,0.255603860169076,-1.49139662501236,-0.930882012292341,-0.443600910142717,1.72322042042315,0.874726302806671
"38","Jane",-1.09728696102796,-0.711493260418803,-1.48575009998304,-0.190263069021413,NA,0.407958918725907,2.00609443499203,-1.44842187429144,1.35840145255009,3.21780849441439,0.792768085772889,-0.0407400632755818,1.83521008628066
"39","Joy",-0.517588189164128,0.989149166923702,-0.680034411471811,-0.190263069021413,1.86739630293197,-0.794446315413608,0.950940868535181,0.255603860169076,-0.830028391917683,0.0760817029277392,0.62930583871674,-1.46170823069956,0.874726302806671
"40","Judy",0.35195996863161,-0.144612451304635,0.802224451438957,1.86457807640984,-0.147222115168908,1.61036415286542,-2.21451983083536,-1.87442830790657,0.593216192246669,1.28443816119184,0.592767218786542,-0.733724539014365,-0.0857574806673203
"41","Julia",0.35195996863161,-0.711493260418803,1.07720509317538,0.837157503694211,-0.953069482409266,-0.794446315413608,0.950940868535181,NA,-0.314571775658742,0.277474445971757,0.00814929990336978,-0.300146016760688,-1.52648315587831
"42","Kisa",0.062110582699695,0.422268357809534,0.199676183779539,-0.190263069021413,0.457163410261352,1.61036415286542,1.65437657950642,0.681610293784206,-0.585864731584495,1.08304541814782,-0.535362671558325,-0.733724539014365,0.394484411069675
"43","Manno",-0.22773880323222,0.422268357809534,0.138362455838934,0.837157503694211,-0.247953036073953,-1.39564893248337,1.3026587240208,-0.170402573446049,0.906246526007157,0.277474445971757,1.02458727250707,0.0852571141314702,-0.0857574806673203
"44","Mary",-0.517588189164128,0.989149166923702,0.338546712511485,-2.24510421445266,-1.65818592874457,0.407958918725907,-0.807648408892896,0.255603860169076,0.520724957060029,-0.528096526204309,0.592767218786542,0.0852571141314702,0.394484411069675
"45","Mwanzo",-0.22773880323222,-0.144612451304635,1.46826813256258,-0.190263069021413,-0.247953036073953,1.61036415286542,-0.807648408892896,NA,-0.488974390182447,-0.930882012292341,-1.17769500146761,-1.14321536558729,0.394484411069675
"46","Niyonkuru",0.931658740495433,0.989149166923702,0.550833418775498,-0.190263069021413,-0.247953036073953,1.00916153579566,-0.807648408892896,0.681610293784206,0.221554780099301,-0.326703783160292,-0.443600910142717,1.72322042042315,-1.04624126414131
"47","Oscar",-1.38713634695987,-0.144612451304635,-0.719940216194989,-2.24510421445266,1.16227985659666,0.407958918725907,-0.807648408892896,-1.44842187429144,-0.568908921839139,0.680259932059788,-0.0765538644802672,0.0852571141314702,-1.52648315587831
"48","Roy",-0.517588189164128,2.68979159426621,-0.210613092969565,0.837157503694211,-0.247953036073953,-0.794446315413608,1.3026587240208,1.10761672739934,0.906246526007157,-0.326703783160292,-0.61300723891,1.72322042042315,-0.0857574806673203
"49","Safari",1.22150812642735,0.989149166923702,0.885849786397711,0.837157503694211,-0.247953036073953,-0.794446315413608,NA,NA,-1.12845064343601,-0.930882012292341,0.00814929990336978,-1.14321536558729,1.83521008628066
"50","Tess",0.931658740495433,-0.711493260418803,-2.10899343850481,0.837157503694211,1.86739630293197,-0.794446315413608,-0.807648408892896,0.255603860169076,-0.755422829038094,NA,-0.871822463415569,0.680880134601173,0.394484411069675
"51","Uruhara",0.062110582699695,1.55602997603787,-0.325791806487694,-1.21768364173703,1.16227985659666,0.407958918725907,2.00609443499203,1.53362316101447,-0.0093672002422673,-0.528096526204309,0.24971017610857,-0.733724539014365,1.83521008628066
"52","William",0.35195996863161,0.422268357809534,-0.504091615879786,-1.21768364173703,-2.36330237507988,-1.39564893248337,0.247505157563952,0.255603860169076,2.06893062283183,2.73446591110875,0.474016704013399,1.72322042042315,-0.0857574806673203
"53","Zee",-1.38713634695987,0.422268357809534,0.41334309790728,-0.190263069021413,-0.953069482409266,0.407958918725907,-1.15936626437851,-0.596409007061179,0.233911809147675,-0.930882012292341,-1.01810932944045,0.449248959974069,-0.0857574806673203
