Subject,Site,Sex,Group,Age,Date,Day,Session,Condition,trial_number,Side,baited_distractor,chose_side,correct,Comment,side_changes,material_changes,chosen_distractor,SessionED,ForReliability
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,1,l, B4,l,1,,,,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,2,l, B3,l,1,,no,yes,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,3,r, B4,l,0,,yes,yes,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,4,r, B3,r,1,,no,yes,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,5,l, B4,r,0,,yes,yes,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,6,r, B4,r,1,,yes,no,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,7,r, B3,r,1,,no,yes,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,8,l, B3,r,0,,yes,no,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,9,r, B3,r,1,,yes,no,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,10,l, B3,l,1,,yes,no,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,11,l, B4,r,0,,no,yes,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,12,r, B4,l,0,,yes,no,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,13,l, B3,l,1,,yes,yes,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,14,r, B3,r,1,,yes,no,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,15,r, B4,r,1,,no,yes,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,16,l, B4,l,1,,yes,no,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,17,l, B3,l,1,,no,yes,,,1
Joy,kenya,f,young chimps,14,17/11/2018,,3,ID,18,r, B3,r,1,,yes,no,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,1,r,,r,1,,,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,2,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,3,l,,r,0,,no,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,4,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,5,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,6,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,7,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,8,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,9,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,10,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,11,r,,r,1,,no,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,12,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,13,l,,r,0,,no,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,14,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,15,r,,l,0,,no,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,16,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,17,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,18,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,19,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,20,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,21,l,,r,0,,no,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,22,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,23,r,,r,1,,no,,,,1
Julia,kenya,f,old chimps,18,20/10/2018,8,1,SD,24,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,1,r,,r,1,,,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,2,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,3,l,,l,1,,no,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,4,r,,l,0,changed choice before touchign material,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,5,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,6,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,7,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,8,r,,l,0,changed choice before touchign material,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,9,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,10,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,11,r,,r,1,,no,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,12,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,13,l,,l,1,,no,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,14,r,,l,0,changed choice before touchign material,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,15,r,,r,1,,no,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,16,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,17,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,18,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,19,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SD,20,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,21,l,,r,0,,no,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,22,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,23,r,,l,0,,no,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,24,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,25,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,26,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,27,l,,r,0,,no,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,28,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,29,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,30,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,31,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,32,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,33,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,34,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,35,r,,l,0,,no,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,36,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,37,l,,r,0,,no,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,38,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,39,r,,l,0,,no,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,40,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,41,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,42,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,43,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,21/10/2018,8,2,SR,44,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,1,l, B4,l,1,,,,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,2,l, B3,l,1,,no,yes,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,3,r, B4,r,1,,yes,yes,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,4,r, B3,r,1,,no,yes,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,5,l, B4,r,0,,yes,yes,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,6,r, B4,r,1,,yes,no,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,7,r, B3,r,1,,no,yes,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,8,l, B3,l,1,,yes,no,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,9,r, B3,r,1,,yes,no,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,10,l, B3,r,0,,yes,no,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,11,l, B4,r,0,,no,yes,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,12,r, B4,r,1,,yes,no,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,13,l, B3,l,1,,yes,yes,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,14,r, B3,r,1,,yes,no,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,15,r, B4,r,1,,no,yes,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,16,l, B4,l,1,,yes,no,,,1
Julia,kenya,f,old chimps,18,23/10/2018,,4,ID,17,l, B3,l,1,,no,yes,,,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,1,l,S7,r,0,,,,S8,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,2,r,S8,r,1,,yes,yes,S8,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,3,l,S8,r,0,,yes,no,S7,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,4,r,S7,r,1,,yes,yes,S7,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,5,l,S7,r,0,,yes,no,S8,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,6,r,S8,r,1,,yes,yes,S8,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,7,l,S8,l,1,,yes,no,S8,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,8,r,S7,l,0,,yes,yes,S8,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,9,r,S8,r,1,,no,yes,S8,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,10,l,S7,r,0,,yes,yes,S8,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,11,l,S8,r,0,,no,yes,S7,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,12,r,S7,r,1,,yes,yes,S7,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,13,l,S7,r,0,,yes,no,S8,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,14,r,S8,l,0,,yes,yes,S7,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,15,l,S8,r,0,,yes,no,S7,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,16,r,S7,r,1,,yes,yes,S7,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,17,l,S7,l,1,,yes,no,S7,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,18,r,S7,r,1,,yes,no,S7,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,19,r,S8,l,0,different side ,no,yes,S7,1,1
Julia,kenya,f,old chimps,18,24/10/2018,,5,ED,20,l,S8,r,0,different side ,yes,no,S7,1,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,21,l,S8,r,0,,no,no,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,22,r,S7,l,0,,yes,yes,S8,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,23,l,S7,l,1,,yes,no,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,24,r,S8,l,0,,yes,yes,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,25,r,S7,r,1,,no,yes,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,26,l,S8,r,0,,yes,yes,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,27,r,S8,l,0,,yes,no,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,28,l,S7,l,1,,yes,yes,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,29,r,S7,l,0,,yes,no,S8,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,30,l,S8,r,0,,yes,yes,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,31,l,S7,l,1,,no,yes,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,32,r,S8,l,0,,yes,yes,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,33,r,S8,l,0,,no,no,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,34,l,S8,r,0,,yes,no,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,35,r,S7,r,1,,yes,yes,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,36,l,S7,l,1,,yes,no,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,37,r,S8,l,0,,yes,yes,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,38,l,S8,r,0,,yes,no,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,39,l,S7,l,1,,no,yes,S7,2,1
Julia,kenya,f,old chimps,18,25/10/2018,,6,ED,40,r,S7,r,1,,yes,no,S7,2,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,1,l,,r,0,,,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,2,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,3,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,4,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,5,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,6,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,7,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,8,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,9,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,10,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,11,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,12,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,13,r,,r,1,,no,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,14,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,15,l,,r,0,,no,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,16,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,17,r,,r,1,,no,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,18,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,19,r,,r,1,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,20,l,,r,0,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,21,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,22,l,,l,1,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,23,r,,l,0,,yes,,,,1
Julia,kenya,f,old chimps,18,27-Oct-18,,7,EDSD,24,l,,l,1,,yes,,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,1,l, B4,r,0,,,,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,2,l, B3,l,1,,no,yes,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,3,r, B4,r,1,,yes,yes,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,4,r, B3,r,1,,no,yes,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,5,l, B4,r,0,,yes,yes,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,6,r, B4,r,1,,yes,no,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,7,r, B3,r,1,,no,yes,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,8,l, B3,r,0,,yes,no,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,9,r, B3,r,1,,yes,no,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,10,l, B3,l,1,,yes,no,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,11,l, B4,l,1,,no,yes,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,12,r, B4,r,1,,yes,no,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,13,l, B3,l,1,,yes,yes,,,1
Kisa,kenya,m,young chimps,25,21/11/2018,,6,ID,14,r, B3,r,1,,yes,no,,,1
Kisa,kenya,m,young chimps,25,24-Nov-18,,8,EDSD,1,l,,r,0,did not search,,,,,1
Kisa,kenya,m,young chimps,25,24-Nov-18,,8,EDSD,2,r,,r,1,did not search,yes,,,,1
Kisa,kenya,m,young chimps,25,24-Nov-18,,8,EDSD,3,l,,r,0,did not search,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,4,r,,r,1,did not search,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,5,l,,r,0,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,6,r,,r,1,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,7,l,,l,1,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,8,r,,r,1,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,9,l,,r,0,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,10,r,,r,1,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,11,l,,r,0,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,12,r,,r,1,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,13,r,,r,1,,no,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,14,l,,r,0,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,15,l,,r,0,,no,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,16,r,,r,1,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,17,r,,r,1,,no,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,18,l,,r,0,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,19,r,,r,1,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,20,l,,l,1,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,21,r,,r,1,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,22,l,,l,1,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,23,r,,r,1,,yes,,,,1
Kisa,kenya,m,young chimps,25,01-Dec-18,,8,EDSD,24,l,,r,0,,yes,,,,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,1,l,S7,r,0,,,,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,2,r,S8,r,1,,yes,yes,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,3,l,S8,l,1,,yes,no,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,4,r,S7,l,0,,yes,yes,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,5,l,S7,r,0,,yes,no,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,6,r,S8,r,1,,yes,yes,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,7,l,S8,l,1,,yes,no,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,8,r,S7,l,0,,yes,yes,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,9,r,S8,r,1,,no,yes,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,10,l,S7,r,0,,yes,yes,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,11,l,S8,l,1,,no,yes,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,12,r,S7,l,0,,yes,yes,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,13,l,S7,r,0,,yes,no,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,14,r,S8,r,1,,yes,yes,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,15,l,S8,l,1,,yes,no,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,16,r,S7,l,0,,yes,yes,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,17,l,S7,r,0,,yes,no,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,18,r,S7,l,0,,yes,no,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,19,l,S8,l,1,,yes,yes,S8,1,1
Manno,kenya,m,young chimps,5,19/10/2018,11,4,ED,20,r,S8,r,1,,yes,no,S8,1,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,21,l,S8,l,1,,yes,no,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,22,r,S7,l,0,,yes,yes,S8,2,1
