Subject,Site,Sex,Group,Age,Date,Day,Session,Condition,trial_number,Side,baited_distractor,chose_side,correct,Comment,side_changes,material_changes,chosen_distractor,SessionED,ForReliability
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,23,l,S7,r,0,,yes,no,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,24,r,S8,r,1,,yes,yes,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,25,r,S7,l,0,,no,yes,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,26,l,S8,l,1,,yes,yes,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,27,r,S8,r,1,,yes,no,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,28,l,S7,r,0,,yes,yes,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,29,r,S7,l,0,,yes,no,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,30,l,S8,l,1,,yes,yes,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,31,l,S7,r,0,,no,yes,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,32,r,S8,r,1,,yes,yes,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,33,r,S8,r,1,,no,no,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,34,l,S8,l,1,,yes,no,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,35,r,S7,l,0,,yes,yes,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,36,l,S7,r,0,,yes,no,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,37,r,S8,r,1,,yes,yes,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,38,l,S8,l,1,,yes,no,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,39,l,S7,r,0,,no,yes,S8,2,1
Manno,kenya,m,young chimps,5,20/10/2018,11,5,ED,40,r,S7,l,0,,yes,no,S8,2,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,1,l,S7,l,1,,,,S7,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,2,r,S8,l,0,indecisive,yes,yes,S7,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,3,l,S8,l,1,,yes,no,S8,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,4,r,S7,l,0,,yes,yes,S8,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,5,l,S7,l,1,,yes,no,S7,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,6,r,S8,r,1,,yes,yes,S8,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,7,l,S8,r,0,,yes,no,S7,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,8,r,S7,r,1,,yes,yes,S7,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,9,r,S8,r,1,,no,yes,S8,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,10,l,S7,l,1,,yes,yes,S7,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,11,l,S8,l,1,indecisive,no,yes,S8,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,12,r,S7,l,0,,yes,yes,S8,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,13,l,S7,l,1,,yes,no,S7,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,14,r,S8,r,1,,yes,yes,S8,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,15,l,S8,r,0,,yes,no,S7,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,16,r,S7,r,1,,yes,yes,S7,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,17,l,S7,r,0,,yes,no,S8,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,18,r,S7,r,1,,yes,no,S7,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,19,l,S8,r,0,,yes,yes,S7,1,1
Mary,kenya,f,old chimps,15,25/10/2018,,6,ED,20,r,S8,l,0,,yes,no,S7,1,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,21,l,S8,r,0,,yes,no,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,22,r,S7,r,1,,yes,yes,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,23,l,S7,l,1,,yes,no,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,24,r,S8,l,0,,yes,yes,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,25,r,S7,r,1,,no,yes,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,26,l,S8,r,0,,yes,yes,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,27,r,S8,l,0,,yes,no,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,28,l,S7,l,1,,yes,yes,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,29,r,S7,r,1,,yes,no,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,30,l,S8,r,0,,yes,yes,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,31,l,S7,r,0,,no,yes,S8,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,32,r,S8,l,0,,yes,yes,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,33,r,S8,l,0,,no,no,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,34,l,S8,r,0,,yes,no,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,35,r,S7,r,1,,yes,yes,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,36,l,S7,l,1,,yes,no,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,37,r,S8,l,0,,yes,yes,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,38,l,S8,r,0,,yes,no,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,39,l,S7,l,1,,no,yes,S7,2,1
Mary,kenya,f,old chimps,15,27-Oct-18,,7,ED,40,r,S7,r,1,,yes,no,S7,2,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,1,r,,r,1,,,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,2,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,3,l,,r,0,,no,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,4,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,5,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,6,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,7,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,8,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,9,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,10,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,11,r,,r,1,,no,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,12,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,13,l,,r,0,,no,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,14,r,,l,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,15,r,,r,1,,no,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,16,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,17,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,18,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,19,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,20,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,21,l,,r,0,,no,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,22,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,23,r,,r,1,,no,,,,1
Mwanzo,kenya,f,old chimps,22,20/10/2018,8,1,SD,24,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,1,r,,r,1,,,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,2,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,3,l,,l,1,,no,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,4,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,5,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,6,r,,l,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,7,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,8,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,9,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,10,r,,l,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,11,r,,r,1,,no,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,12,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,13,l,,r,0,,no,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,14,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,15,r,,r,1,,no,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,16,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,17,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,18,l,,l,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,19,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,20,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,21,l,,l,1,,no,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,22,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,23,r,,r,1,,no,,,,1
Mwanzo,kenya,f,old chimps,22,21/10/2018,8,2,SD,24,l,,l,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SD,1,r,,r,1,,,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SD,2,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SD,3,l,,l,1,,no,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SD,4,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SD,5,l,,l,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SD,6,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SD,7,l,,l,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SD,8,r,,r,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,9,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,10,r,,l,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,11,r,,l,0,,no,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,12,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,13,l,,r,0,,no,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,14,r,,l,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,15,r,,l,0,,no,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,16,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,17,r,,l,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,18,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,19,r,,l,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,20,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,21,l,,r,0,,no,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,22,r,,l,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,23,r,,l,0,,no,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,24,l,,l,1,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,25,r,,l,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,26,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,27,l,,r,0,,no,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,28,r,,l,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,29,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,30,r,,l,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,31,l,,r,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,22/10/2018,8,3,SR,32,r,,l,0,,yes,,,,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,1,l,S7,r,0,,,,S8,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,2,r,S8,r,1,,yes,yes,S8,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,3,l,S8,r,0,,yes,no,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,4,r,S7,r,1,,yes,yes,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,5,l,S7,l,1,,yes,no,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,6,r,S8,r,1,,yes,yes,S8,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,7,l,S8,r,0,,yes,no,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,8,r,S7,r,1,,yes,yes,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,9,r,S8,r,1,,no,yes,S8,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,10,l,S7,r,0,,yes,yes,S8,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,11,l,S8,r,0,,no,yes,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,12,r,S7,r,1,,yes,yes,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,13,l,S7,l,1,,yes,no,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,14,r,S8,l,0,,yes,yes,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,15,l,S8,r,0,,yes,no,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,16,r,S7,r,1,,yes,yes,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,17,l,S7,l,1,,yes,no,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,18,r,S7,r,1,,yes,no,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,19,l,S8,r,0,,yes,yes,S7,1,1
Mwanzo,kenya,f,old chimps,22,25/10/2018,,6,ED,20,r,S8,l,0,,yes,no,S7,1,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,21,l,S8,r,0,,yes,no,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,22,r,S7,r,1,,yes,yes,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,23,l,S7,l,1,,yes,no,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,24,r,S8,l,0,,yes,yes,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,25,r,S7,r,1,,no,yes,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,26,l,S8,r,0,,yes,yes,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,27,r,S8,l,0,,yes,no,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,28,l,S7,l,1,,yes,yes,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,29,r,S7,r,1,,yes,no,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,30,l,S8,r,0,,yes,yes,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,31,l,S7,l,1,,no,yes,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,32,r,S8,l,0,,yes,yes,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,33,r,S8,l,0,,no,no,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,34,l,S8,r,0,,yes,no,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,35,r,S7,r,1,,yes,yes,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,36,l,S7,l,1,,yes,no,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,37,r,S8,l,0,,yes,yes,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,38,l,S8,r,0,,yes,no,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,39,l,S7,l,1,,no,yes,S7,2,1
Mwanzo,kenya,f,old chimps,22,27-Oct-18,,7,ED,40,r,S7,r,1,,yes,no,S7,2,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,1,l,S7,r,0,,,,S8,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,2,r,S8,r,1,,yes,yes,S8,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,3,l,S8,r,0,,yes,no,S7,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,4,r,S7,r,1,,yes,yes,S7,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,5,l,S7,r,0,,yes,no,S8,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,6,r,S8,r,1,,yes,yes,S8,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,7,l,S8,r,0,,yes,no,S7,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,8,r,S7,r,1,,yes,yes,S7,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,9,r,S8,r,1,,no,yes,S8,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,10,l,S7,r,0,,yes,yes,S8,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,11,l,S8,r,0,,no,yes,S7,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,12,r,S7,r,1,,yes,yes,S7,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,13,l,S7,r,0,,yes,no,S8,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,14,r,S8,l,0,,yes,yes,S7,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,15,l,S8,r,0,,yes,no,S7,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,16,r,S7,r,1,,yes,yes,S7,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,17,l,S7,r,0,,yes,no,S8,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,18,r,S7,r,1,,yes,no,S7,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,19,l,S8,r,0,,yes,yes,S7,1,1
Niyonkuru,kenya,m,young chimps,28,19/11/2018,,5,ED,20,r,S8,r,1,,yes,no,S8,1,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,21,l,S8,r,0,,yes,no,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,22,r,S7,r,1,,yes,yes,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,23,l,S7,r,0,,yes,no,S8,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,24,r,S8,r,1,,yes,yes,S8,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,25,r,S7,r,1,,no,yes,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,26,l,S8,r,0,,yes,yes,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,27,r,S8,l,0,,yes,no,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,28,l,S7,r,0,,yes,yes,S8,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,29,r,S7,r,1,,yes,no,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,30,l,S8,r,0,,yes,yes,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,31,l,S7,l,1,,no,yes,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,32,r,S8,l,0,,yes,yes,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,33,r,S8,r,1,,no,no,S8,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,34,l,S8,r,0,,yes,no,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,35,r,S7,r,1,,yes,yes,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,36,l,S7,r,0,,yes,no,S8,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,37,r,S8,l,0,,yes,yes,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,38,l,S8,r,0,,yes,no,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,39,l,S7,l,1,,no,yes,S7,2,1
Niyonkuru,kenya,m,young chimps,28,21/11/2018,,6,ED,40,r,S7,r,1,,yes,no,S7,2,1
Niyonkuru,kenya,m,young chimps,28,22-Nov-18,,7,EDSD,1,l,,r,0,,,,,,1
Niyonkuru,kenya,m,young chimps,28,22-Nov-18,,7,EDSD,2,r,,r,1,,yes,,,,1
Niyonkuru,kenya,m,young chimps,28,22-Nov-18,,7,EDSD,3,l,,r,0,,yes,,,,1
